title,description,directions
TITLE:  NATIONAL ANTHEM,"DESCRIPTION: British in its origin, the National Anthem cure “soon gets
you on your feet,” so sayeth the Avengers’ John Steed, con-
summate Brit, consummate drinker, sure to know how to
shake off last night’s indulgence and quickly return to sav-
ing the world.

1 egg
3 or 4 dashes Worcestershire sauce
Dash salt","DIRECTIONS:  Mix well.
 Down quickly."
TITLE:  PRAIRIE OYSTER,"DESCRIPTION: It’s the catsup in this one that makes those pesky morning-
after demons vanish.

1 teaspoon Worcestershire sauce
2 dashes vinegar
Dash pepper
1 teaspoon tomato catsup
1 egg yolk","DIRECTIONS:  Fill cocktail shaker with ice.
 Add Worcestershire sauce, vinegar, pepper, and

tomato catsup.

 Shake.
 Strain into an old-fashioned glass.
 Drop in egg yolk without breaking yolk."
TITLE:  ABSINTHE SUISSESSE,"DESCRIPTION: Absinthe soothes the sinful soul. And the foggy brain. And
the queasy stomach.

1 1/2 ounces Pernod
1/2 ounce orgeat
1 egg white
1/2 ounce cream
4 ounces ice","DIRECTIONS:  Pour Pernod, orgeat, egg white, cream, and ice

into a blender.

 Blend.
 Pour into a chilled old-fashioned glass.

 AUSSIE EYE-OPENER

FOR TWO

Even burly Australian beefcakes swig this citrus soother.

1 grapefruit
1/2 ripe pineapple
1 lemon

 Peel and chop fruit.
 Use a juice extractor to process the grapefruit,

pineapple, and lemon.

 Pour juices into a cocktail shaker.
 Mix.
 Pour into tumblers. (Serve over ice if preferred.)"
TITLE: OLD-FASHIONED WHISKEY COCKTAIL,"DESCRIPTION: 1 tsp. Simple Syrup 
2 dashes Angostura Bitters","DIRECTIONS: Fill a 5-ounce old-fashioned glass with cracked ice. Stir to mix  
the syrup, bitters, and the water, which will melt off the ice.  
Add the whiskey."
TITLE: MANHATTAN,"DESCRIPTION: 1 1/2  ounce Rye Whiskey 
 1/2  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into a chilled cocktail glass. Garnish  
with a cherry or lemon twist. 
You’ll note two peculiarities in this recipe. The ﬁ rst is the  
use of rye whiskey; the second is that it is stirred. 
  
As indicated earlier, this drink originated in New York,  
and in those days the rye whiskey distillers were located  
in the East, making rye whiskey the spirit of choice. Bourbon, from Kentucky and the surrounding area, was far less  
common here. Today, Bourbon is the default spirit of the  
Manhattan,  but  rye  has  been  making  a  comeback  and  
is  worth  seeking  out.  Many  people  substitute  Canadian  
whisky for rye, but the two are actually quite a bit different.  
For one thing, rye whiskey must be made from at least"
TITLE: MARTINI COCKTAIL (SWEET),"DESCRIPTION: 1 ounce Gin 
1 ounce Sweet Vermouth","DIRECTIONS: Stir with ice, strain into a chilled cocktail glass. Garnish with  
a lemon twist."
TITLE: MARTINI COCKTAIL (DRY),"DESCRIPTION: 1 ounce Gin 
1 ounce Dry Vermouth","DIRECTIONS: Stir with ice, strain into a chilled cocktail glass. Garnish with  
a lemon twist. 
Try each of the above exactly as indicated. As with any culinary product, the quality of the ingredients that go into it  
will greatly affect the outcome, so be sure to use a good  
gin and good vermouth. 
  
There are several aspects of these recipes that you will  
notice as being signiﬁ cantly different from what you might  
be used to. For one thing, there are only 2 ounces of total  
liquid being used here; this obviously will result in a drink  
that will look rather lost in today’s 5- to 8-ounce cocktail  
glasses. In the days before Prohibition, the typical cocktail  
glass  was  about  4  ounces  in  size,  so  the  recipes  above,"
TITLE: DAIQUIRI,"DESCRIPTION: 2 ounce Light Rum 
 1/2  ounce Lime Juice","DIRECTIONS: Shake with ice and strain into a chilled cocktail glass.  
Garnish with a slice of lime."
TITLE: SIDECAR,"DESCRIPTION: 2 ounce Cognac 
1 ounce Cointreau","DIRECTIONS: Shake with ice and strain into a chilled cocktail glass.  
Garnish with a lemon twist. 
While each of these cocktails follows the same basic approach of spirit plus sweet plus sour, the actual ratios being used for each of them is listed differently. Because of  
the variation among spirits brands and the even greater  
variation in things like natural citrus, you should be prepared  to  adjust  your  recipes  for  balance.  These  recipes  
are merely a starting point. 
  mastery of these principles can help you to improve  
the way you make drinks like the Lemon Drop, Kamikaze,  
Cosmopolitan,  Between  the  Sheets,  and  Aviation,  all  of  
which owe their origins to the sour."
TITLE: MAI-TAI (ORIGINAL FORMULA),"DESCRIPTION: 2 ounce 17-year-old J. Wray Nephew Jamaican Rum 
 1/2  ounce French Garnier Orgeat 
 1/2  ounce Holland DeKuyper Orange Curaçao","DIRECTIONS: Juice from one fresh lime 
Hand shake and garnish with half of the lime shell inside  
the drink and ﬂ oat a sprig of fresh mint at the edge of the  
glass. 
Over time, this recipe went through a number of changes,  
often to accommodate changes in product brands, with  
the ﬁ nal (and present-day) version being one that turns to  
a custom-made Mai-Tai mix to be added to rum and lime  
juice. Those in the know, however, will order their Mai-Tai’s  
at Trader Vic’s by requesting a “San Francisco Mai-Tai,” a  
drink made from scratch, without the mix. 
  
This drink is served at bars across the country with ingredients  as  far  reaching  as  pineapple  juice,  grenadine,  
passion fruit syrup, orange juice, amaretto, and even cherry  brandy.  Sometimes,  the  resultant  drink  may  be  quite  
good indeed, but technically it is not a Mai-Tai and would  
be better to take an original name than to wear the guise  
of this classic. 
  variation of the original Mai-Tai that holds up well  
without worrying about speciﬁ c branded products is this  
one:"
TITLE: THE “23”,"DESCRIPTION: 2 1/2  ounce Armagnac 
 1/2  ounce Sweet Vermouth 
 1/2  ounce Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled,  sugar- rimmed  
cocktail glass. Garnish with a  
twist of lemon peel."
TITLE: AFTER- DINNER COCKTAIL,"DESCRIPTION: 1 ounce  Apricot- ﬂ avored  
Brandy 
1 ounce Triple Sec","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Leave lime in glass."
TITLE: ALABAZAM,"DESCRIPTION: 2 ounce Armagnac 
 3/4  ounce Lemon Juice 
 1/2  ounce Orange Curaçao 
 1/2  ounce Superﬁ ne Sugar (or  
Simple Syrup) 
2 dashes Angostura Bitters","DIRECTIONS: Shake with ice and strain  
into  ice- ﬁ lled old-fashioned  
glass. Garnish with a ﬂ amed  
orange peel."
TITLE: ALEXANDER COCKTAIL NO. 2,"DESCRIPTION: 1 ounce Crème de Cacao  
(White) 
1 ounce Brandy","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with  fresh- grated  
nutmeg on top. 
Say Hello 
Greet all guests as they arrive at the bar. If you  
are busy with a guest make eye contact with  
new arrivals. Eye contact and a quick smile or  
nod of awareness will put a new arrival at ease. It  
will give them the conﬁ dence to enjoy the friend  
they may be with or their surroundings without  
monitoring your every move to make that initial  
contact. If you are really slammed the guest will  
give you the few extra minutes you need if you  
just give them a smile and a nod. 
—DALE DEGROFF (a.k.a. King Cocktail),  
author of The Craft of the Cocktail"
TITLE: APRICOT COCKTAIL APPLE BRANDY SOUR,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  tsp. Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: Shake with ice and strain  
into chilled sour glass. Garnish with a  half- slice of  
lemon and a maraschino  
cherry."
TITLE: APRICOT BRANDY RICKEY,DESCRIPTION: 1/2  ounce Lime Juice,"DIRECTIONS: Brandy 
Club Soda 
Pour lime juice and brandy  
into  ice- ﬁ lled highball glass.  
Fill with club soda and stir.  
Garnish with a wedge of  
lime."
TITLE: APRICOT COCKTAIL,"DESCRIPTION: 1/2  ounce Lemon Juice 
1 ounce Orange Juice 
1 1/2  ounce  Apricot- ﬂ avored  
Brandy","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: AMERICAN BEAUTY COCKTAIL,"DESCRIPTION: 1/2  ounce Orange Juice 
 1/2  ounce Grenadine 
 1/2  ounce Dry Vermouth 
 1/2  ounce Brandy 
 1/4  tsp. Crème de Menthe  
(White)","DIRECTIONS: Shake ﬁ rst ﬁ ve ingredients with ice and strain into  
chilled cocktail glass. Top  
with a dash of port."
TITLE: APPLE BRANDY COCKTAIL,"DESCRIPTION: 1 1/2  ounce Apple Brandy 
1 tsp. Grenadine","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: APPLE BRANDY RICKEY,DESCRIPTION: 1/2  ounce Lime Juice,"DIRECTIONS: Club Soda 
Pour lime juice and brandy  
into  ice- ﬁ lled highball glass.  
Fill with club soda and stir.  
Garnish with a wedge of  
lime."
TITLE: APRICOT COOLER,"DESCRIPTION: 1/2  tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
Club Soda","DIRECTIONS: Brandy 
Ginger Ale (optional) 
In Collins glass, dissolve  
sugar/syrup and club soda.  
Stir and ﬁ ll glass with ice and  
add brandy. Add club soda  
or ginger ale and stir again.  
Insert a spiral of orange or  
lemon peel (or both) and  
dangle end over rim of glass."
TITLE: APRICOT FIZZ,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  ounce Lime Juice 
1 tsp. Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: Brandy 
Club Soda 
Shake juices, sugar/syrup,  
and brandy with ice and  
strain into  ice- ﬁ lled highball glass. Fill with club soda  
and stir."
TITLE: B & B,DESCRIPTION: 1/2  ounce Bénédictine,"DIRECTIONS: Use cordial glass and carefully ﬂ oat the brandy on top  
of the Bénédictine."
TITLE: BABBIE’S SPECIAL COCKTAIL,"DESCRIPTION: 1/2  ounce Light Cream 
1 1/2  ounce  Apricot- ﬂ avored  
Brandy","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: BEE STINGER,"DESCRIPTION: 1/2  ounce Crème de Menthe  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: BETSY ROSS,"DESCRIPTION: 1 1/2  ounce Brandy 
1 1/2  ounce Port","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: BISTRO SIDECAR,"DESCRIPTION: 1 1/2  ounce Brandy 
 1/2  ounce Tuaca 
 1/2  ounce Frangelico 
 1/4  ounce Lemon Juice 
 1/4  ounce Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: squeezed 
Shake with ice. Strain into  
chilled,  sugar- rimmed cocktail glass. Garnish with a  
roasted hazelnut."
TITLE: BLACK FEATHER,"DESCRIPTION: 1 ounce Brandy 
1 ounce Dry Vermouth 
 1/2  ounce Triple Sec","DIRECTIONS: Stir and strain into chilled  
cocktail glass. Garnish with a  
lemon twist."
TITLE: BOMBAY COCKTAIL,"DESCRIPTION: 1/2  ounce Dry Vermouth 
 1/2  ounce Sweet Vermouth 
1 ounce Brandy 
 1/4  tsp. Anisette","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: BOSOM CARESSER,"DESCRIPTION: 1 ounce Brandy 
1 ounce Madeira","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: BRANDIED MADEIRA,"DESCRIPTION: 1 ounce Brandy 
1 ounce Madeira","DIRECTIONS: Stir with ice and strain into  
 ice- ﬁ lled  old- fashioned  
glass. Add a twist of lemon  
peel."
TITLE: BRANDIED PORT,"DESCRIPTION: 1 ounce Brandy 
1 ounce Tawny Port 
 1/2  ounce Lemon Juice","DIRECTIONS: Shake all ingredients and  
strain into  ice- ﬁ lled  old fashioned glass. Add a slice  
of orange."
TITLE: BRANDY CASSIS,"DESCRIPTION: 1 1/2  ounce Brandy 
1 ounce Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Add a twist of lemon peel."
TITLE: BRANDY COBBLER,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
2 ounce Club Soda","DIRECTIONS: Dissolve sugar/syrup in club  
soda. Fill red-wine glass with  
shaved ice. Add brandy. Stir  
well and garnish with fruits in  
season. Serve with straws."
TITLE: BRANDY COCKTAIL,"DESCRIPTION: 2 ounce Brandy 
 1/4  tsp. Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: Stir ingredients with ice and  
strain into chilled cocktail  
glass. Add a twist of lemon  
peel."
TITLE: BRANDY COLLINS,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: Club Soda 
Shake lemon juice, sugar/ 
syrup, and brandy with ice  
and strain into  ice- ﬁ lled Collins glass. Fill with club soda  
and stir. Garnish with a slice  
of orange or lemon and a  
maraschino cherry. Serve  
with straws."
TITLE: BRANDY CURSTA COCKTAIL,"DESCRIPTION: 1 tsp. Maraschino Liqueur 
1 dash Bitters 
1 tsp. Lemon Juice 
 1/2  ounce Triple Sec","DIRECTIONS: Moisten the edge of a cocktail glass with lemon and  
dip into sugar. Cut the rind  
of half a lemon into a spiral and place in glass. Stir  
above ingredients with ice  
and strain into chilled,  sugar rimmed glass. Add a slice of  
orange."
TITLE: BRANDY DAISY,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 tsp. Raspberry Syrup or  
Grenadine","DIRECTIONS: Shake with ice and strain  
into beer mug or 8-ounce metal  
cup. Add cubes of ice and  
garnish with fruit."
TITLE: BRANDY FIX,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 tsp. Water","DIRECTIONS: Mix lemon juice, sugar/ 
syrup, and water in highball  
glass. Stir. Then ﬁ ll glass with  
shaved ice and brandy. Stir,  
add a slice of lemon. Serve  
with straws."
TITLE: BRANDY FIZZ,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: Club Soda 
Shake lemon juice, sugar/ 
syrup, and brandy with ice  
and strain into  ice- ﬁ lled  
highball glass. Fill with club  
soda and stir."
TITLE: BRANDY GUMP COCKTAIL,"DESCRIPTION: 1 1/2  ounce Brandy 
1 ounce Lemon Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: BRANDY SMASH,"DESCRIPTION: 1 cube Sugar 
1 ounce Club Soda 
4 sprigs Mint","DIRECTIONS: Muddle cube of sugar with  
club soda and mint in  old fashioned glass. Add brandy  
and ice. Stir and garnish with  
a slice of orange and a maraschino cherry. Add a twist of  
lemon peel on top."
TITLE: BRANDY SOUR,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  tsp. Superﬁ ne Sugar (or  
Simple Syrup)","DIRECTIONS: Shake with ice and strain  
into chilled sour glass. Garnish with a  half- slice of  
lemon and a maraschino  
cherry. 
twist of lemon peel and stir  
gently."
TITLE: BRANDY JULEP,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
5–6 Mint Leaves","DIRECTIONS: Put sugar/syrup, mint leaves,  
and brandy into Collins  
glass. Fill glass with ﬁ nely  
shaved ice and stir until mint  
rises to top, being careful not to bruise leaves. (Do  
not hold glass while stirring.)  
Garnish with a slice of pineapple, orange, or lemon,  
and a maraschino cherry.  
Serve with straws."
TITLE: BRANDY SANGAREE,"DESCRIPTION: 1/2  tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 tsp. Water 
2 ounce Brandy 
Club Soda","DIRECTIONS: Dissolve sugar/syrup in  
water and add brandy. Pour  
into  ice- ﬁ lled highball glass.  
Fill with club soda and stir.  
Float port on top and garnish with  fresh- grated nutmeg."
TITLE: BRANDY SLING,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 tsp. Water 
1 ounce Lemon Juice","DIRECTIONS: Dissolve sugar/syrup in  
water and lemon juice in"
TITLE: BRANDY SQUIRT,"DESCRIPTION: 1 1/2  ounce Brandy 
1 tbsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Club Soda 
Shake ﬁ rst three ingredients  
with ice. Strain into chilled  
highball glass and ﬁ ll with  
club soda. Garnish with a  
stick of pineapple and strawberries."
TITLE: BRANDY SWIZZLE,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 ounce Lime Juice 
2 ounce Club Soda 
2 dashes Bitters","DIRECTIONS: Dissolve the sugar/syrup in  
lime juice and club soda in  
Collins glass. Fill glass with  
ice and stir. Add bitters and  
brandy. Add club soda and  
serve with a swizzle stick."
TITLE: BRANDY TODDY,"DESCRIPTION: 1/2  tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 tsp. Water 
2 ounce Brandy","DIRECTIONS: Dissolve the sugar/syrup and  
water in  old- fashioned glass.  
Add the brandy and the ice  
cube. Stir and add a twist of  
lemon peel on top."
TITLE: BRANDY VERMOUTH COCKTAIL,"DESCRIPTION: 1/2  ounce Sweet Vermouth 
2 ounce Brandy","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: BRANTINI,"DESCRIPTION: 1 1/2  ounce Brandy 
1 ounce Gin","DIRECTIONS: Stir with ice and strain into  
 ice- ﬁ lled  old- fashioned  
glass. Add a twist of lemon  
peel."
TITLE: BRUNSWICK STREET COCKTAIL,"DESCRIPTION: 1 1/2  ounce Cognac 
1 1/2  ounce Sherry (Pedro  
Ximenez)","DIRECTIONS: Shake and strain into chilled  
cocktail glass. Garnish with  
 fresh- grated nutmeg on top."
TITLE: BULLDOG COCKTAIL,"DESCRIPTION: 1 1/2  ounce  Cherry- ﬂ avored  
Brandy 
 3/4  ounce Gin","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: BULL’S EYE,DESCRIPTION: 1 ounce Brandy,"DIRECTIONS: Ginger Ale 
Pour brandy and hard cider  
into  ice- ﬁ lled highball glass  
and ﬁ ll with ginger ale. Stir."
TITLE: BULL’S MILK,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar (or  
Simple Syrup) 
1 ounce Light Rum 
1 1/2  ounce Brandy","DIRECTIONS: Shake with ice and strain  
into chilled Collins glass.  
Garnish with  fresh- grated  
nutmeg and a pinch of cinnamon on top."
